Var1,prdaily,flood
10-Jul-79,0.123544974,0
11-Jul-79,0.18042328,0
12-Jul-79,0.18042328,0
13-Jul-79,0.18042328,0
14-Jul-79,0.18042328,0
15-Jul-79,0.18042328,0
16-Jul-79,0.18042328,0
17-Jul-79,0.18042328,0
18-Jul-79,0.18042328,0
19-Jul-79,0.18042328,0
20-Jul-79,0.18042328,0
21-Jul-79,0.18042328,0
22-Jul-79,0.18042328,0
23-Jul-79,0.18042328,0
24-Jul-79,0.181481481,0
25-Jul-79,0.181481481,0
26-Jul-79,0.181481481,0
27-Jul-79,0.181481481,0
28-Jul-79,0.181481481,0
29-Jul-79,0.181481481,0
30-Jul-79,0.181481481,0
31-Jul-79,0.057936508,0
1-Aug-79,0.001058201,0
2-Aug-79,0.001058201,0
3-Aug-79,0.001058201,0
4-Aug-79,0.001058201,0
5-Aug-79,0.001058201,0
6-Aug-79,0.001058201,0
7-Aug-79,0.001058201,0
8-Aug-79,0.001058201,0
9-Aug-79,0.001058201,0
10-Aug-79,0.001058201,0
11-Aug-79,0.001058201,0
12-Aug-79,0.001058201,0
13-Aug-79,0.001058201,0
14-Aug-79,0,0
15-Aug-79,0,0
16-Aug-79,0,0
17-Aug-79,0,0
18-Aug-79,0,0
19-Aug-79,0,0
20-Aug-79,0,0
21-Aug-79,0,0
22-Aug-79,0,0
23-Aug-79,0,0
24-Aug-79,0,0
25-Aug-79,0,0
26-Aug-79,0,0
27-Aug-79,0,0
28-Aug-79,0,0
29-Aug-79,0,0
30-Aug-79,0,0
31-Aug-79,0,0
1-Sep-79,0,0
2-Sep-79,0,0
3-Sep-79,0,0
4-Sep-79,0,0
5-Sep-79,0,0
6-Sep-79,0,0
7-Sep-79,0,0
8-Sep-79,0,0
9-Sep-79,0,0
10-Sep-79,0,0
11-Sep-79,0,0
12-Sep-79,0,0
13-Sep-79,0,0
14-Sep-79,0.001322751,0
15-Sep-79,0.001322751,0
16-Sep-79,0.001322751,0
17-Sep-79,0.001322751,0
18-Sep-79,0.001322751,0
19-Sep-79,0.001322751,0
20-Sep-79,0.001322751,0
21-Sep-79,0.001322751,0
22-Sep-79,0.001322751,0
23-Sep-79,0.001322751,0
24-Sep-79,0.001322751,0
25-Sep-79,0.001322751,0
26-Sep-79,0.001322751,0
27-Sep-79,0.001322751,0
28-Sep-79,0.001322751,0
29-Sep-79,0.001322751,0
30-Sep-79,0.001322751,0
1-Oct-79,0.001322751,0
2-Oct-79,0.001322751,0
3-Oct-79,0.012962963,0
4-Oct-79,0.012962963,0
5-Oct-79,0.011640212,0
6-Oct-79,0.011640212,0
7-Oct-79,0.011640212,0
8-Oct-79,0.052380952,0
9-Oct-79,0.601587302,0
10-Oct-79,1.057671958,0
11-Oct-79,1.071164021,0
12-Oct-79,1.071164021,0
13-Oct-79,1.071164021,0
14-Oct-79,1.103174603,0
15-Oct-79,1.759259259,0
16-Oct-79,1.783068783,0
17-Oct-79,1.783862434,0
18-Oct-79,1.783862434,0
19-Oct-79,1.783862434,0
20-Oct-79,1.783862434,0
21-Oct-79,1.783862434,0
22-Oct-79,1.783862434,0
23-Oct-79,1.783862434,0
24-Oct-79,2.502645503,0
25-Oct-79,2.550793651,0
26-Oct-79,2.550793651,0
27-Oct-79,2.561904762,0
28-Oct-79,2.561904762,0
29-Oct-79,2.521164021,0
30-Oct-79,1.971957672,0
31-Oct-79,1.515873016,0
1-Nov-79,1.502380952,0
2-Nov-79,1.502380952,0
3-Nov-79,1.502380952,0
4-Nov-79,1.471164021,0
5-Nov-79,0.815079365,0
6-Nov-79,1.186243386,0
7-Nov-79,2.304761905,0
8-Nov-79,2.304761905,0
9-Nov-79,2.304761905,0
10-Nov-79,2.304761905,0
11-Nov-79,2.319312169,0
12-Nov-79,2.433068783,0
13-Nov-79,2.448148148,0
14-Nov-79,1.801058201,0
15-Nov-79,1.879100529,0
16-Nov-79,2.012698413,0
17-Nov-79,2.001587302,0
18-Nov-79,2.001587302,0
19-Nov-79,2.001587302,0
20-Nov-79,2.001587302,0
21-Nov-79,2.001587302,0
22-Nov-79,2.001587302,0
23-Nov-79,2.001587302,0
24-Nov-79,2.001587302,0
25-Nov-79,2.000793651,0
26-Nov-79,2.001587302,0
27-Nov-79,1.606613757,0
28-Nov-79,0.487301587,0
29-Nov-79,0.487301587,0
30-Nov-79,0.487301587,0
1-Dec-79,0.487301587,0
2-Dec-79,0.472751323,0
3-Dec-79,0.361111111,0
4-Dec-79,0.361111111,0
5-Dec-79,0.277777778,0
6-Dec-79,0.151587302,0
7-Dec-79,0.017989418,0
8-Dec-79,0.017989418,0
9-Dec-79,0.072751323,0
10-Dec-79,0.15026455,0
11-Dec-79,0.556878307,0
12-Dec-79,0.811904762,0
13-Dec-79,1.316666667,0
14-Dec-79,2.181216931,0
15-Dec-79,2.383333333,0
16-Dec-79,2.383333333,0
17-Dec-79,2.382539683,0
18-Dec-79,2.406613757,0
19-Dec-79,2.406613757,0
20-Dec-79,2.987830688,0
21-Dec-79,3.182010582,0
22-Dec-79,3.25952381,0
23-Dec-79,3.25952381,0
24-Dec-79,3.257407407,0
25-Dec-79,3.242328042,0
26-Dec-79,3.242328042,0
27-Dec-79,3.242328042,0
28-Dec-79,3.243121693,0
29-Dec-79,3.348941799,0
30-Dec-79,4.516666667,0
31-Dec-79,5.322751323,0
1-Jan-80,6.731481481,0
2-Jan-80,7.735714286,0
3-Jan-80,8.444179894,0
4-Jan-80,8.380687831,0
5-Jan-80,8.431216931,0
6-Jan-80,8.850529101,0
7-Jan-80,9.46031746,0
8-Jan-80,9.468783069,0
9-Jan-80,9.468783069,0
10-Jan-80,8.887566138,0
11-Jan-80,8.693386243,0
12-Jan-80,8.615873016,0
13-Jan-80,8.615873016,0
14-Jan-80,8.615873016,0
15-Jan-80,8.615873016,0
16-Jan-80,8.617989418,0
17-Jan-80,8.617989418,0
18-Jan-80,8.893650794,0
19-Jan-80,8.95978836,0
20-Jan-80,7.737301587,0
21-Jan-80,6.853703704,0
22-Jan-80,5.038359788,0
23-Jan-80,3.779100529,0
24-Jan-80,2.565873016,0
25-Jan-80,1.764814815,0
26-Jan-80,1.512169312,0
27-Jan-80,1.092857143,0
28-Jan-80,0.483068783,0
29-Jan-80,0.450529101,0
30-Jan-80,0.450529101,0
31-Jan-80,0.450529101,0
1-Feb-80,0.450529101,0
2-Feb-80,0.450529101,0
3-Feb-80,0.552645503,0
4-Feb-80,1.28042328,0
5-Feb-80,2.164814815,0
6-Feb-80,3.155820106,0
7-Feb-80,3.714550265,0
8-Feb-80,4.244444444,0
9-Feb-80,5.682804233,0
10-Feb-80,6.333597884,0
11-Feb-80,7.263756614,0
12-Feb-80,7.29021164,0
13-Feb-80,7.29021164,0
14-Feb-80,7.29021164,0
15-Feb-80,7.29021164,0
16-Feb-80,7.29021164,0
17-Feb-80,7.475925926,0
18-Feb-80,7.628306878,0
19-Feb-80,7.628306878,0
20-Feb-80,7.628306878,0
21-Feb-80,8.248412698,0
22-Feb-80,8.541798942,0
23-Feb-80,8.876455026,0
24-Feb-80,9.7,0
25-Feb-80,9.425925926,0
26-Feb-80,8.561904762,0
27-Feb-80,7.568783069,0
28-Feb-80,7.01005291,0
29-Feb-80,6.22037037,0
1-Mar-80,4.658465608,0
2-Mar-80,4.007671958,0
3-Mar-80,3.077513228,0
4-Mar-80,3.057671958,0
5-Mar-80,3.076984127,0
6-Mar-80,3.076984127,0
7-Mar-80,3.076984127,0
8-Mar-80,3.077777778,0
9-Mar-80,2.892063492,0
10-Mar-80,2.73968254,0
11-Mar-80,2.73968254,0
12-Mar-80,2.73968254,0
13-Mar-80,2.11957672,0
14-Mar-80,1.826190476,0
15-Mar-80,1.688624339,0
16-Mar-80,0.762962963,0
17-Mar-80,0.309259259,0
18-Mar-80,0.288888889,0
19-Mar-80,0.288888889,0
20-Mar-80,0.288888889,0
21-Mar-80,0.272222222,0
22-Mar-80,0.223809524,0
23-Mar-80,0.223809524,0
24-Mar-80,0.223809524,0
25-Mar-80,0.339153439,0
26-Mar-80,1.345767196,0
27-Mar-80,1.345767196,0
28-Mar-80,1.345767196,0
29-Mar-80,1.344973545,0
30-Mar-80,1.344973545,0
31-Mar-80,1.344973545,0
1-Apr-80,1.344973545,0
2-Apr-80,1.344973545,0
3-Apr-80,1.344973545,0
4-Apr-80,1.344973545,0
5-Apr-80,1.147883598,0
6-Apr-80,1.147883598,0
7-Apr-80,1.147883598,0
8-Apr-80,1.147883598,0
9-Apr-80,1.147883598,0
10-Apr-80,1.203703704,0
11-Apr-80,1.335978836,0
12-Apr-80,1.51984127,0
13-Apr-80,1.51984127,0
14-Apr-80,1.51984127,0
15-Apr-80,1.397883598,0
16-Apr-80,0.371957672,0
17-Apr-80,0.385185185,0
18-Apr-80,0.420634921,0
19-Apr-80,0.425396825,0
20-Apr-80,0.425396825,0
21-Apr-80,0.425396825,0
22-Apr-80,0.425396825,0
23-Apr-80,0.425396825,0
24-Apr-80,0.425396825,0
25-Apr-80,0.425396825,0
26-Apr-80,0.425396825,0
27-Apr-80,0.425396825,0
28-Apr-80,0.453703704,0
29-Apr-80,0.823544974,0
30-Apr-80,1.178306878,0
1-May-80,1.134126984,0
2-May-80,1.005291005,0
3-May-80,0.835978836,0
4-May-80,0.842328042,0
5-May-80,0.842328042,0
6-May-80,0.842328042,0
7-May-80,0.842328042,0
8-May-80,0.829100529,0
9-May-80,0.793650794,0
10-May-80,0.788888889,0
11-May-80,0.788888889,0
12-May-80,0.788888889,0
13-May-80,0.858994709,0
14-May-80,0.893386243,0
15-May-80,0.901322751,0
16-May-80,0.901322751,0
17-May-80,0.901322751,0
18-May-80,0.901322751,0
19-May-80,0.873015873,0
20-May-80,0.508730159,0
21-May-80,0.158465608,0
22-May-80,0.146825397,0
23-May-80,0.143386243,0
24-May-80,0.128835979,0
25-May-80,0.122486772,0
26-May-80,0.122486772,0
27-May-80,0.122486772,0
28-May-80,0.122486772,0
29-May-80,0.122486772,0
30-May-80,0.122486772,0
31-May-80,0.122486772,0
1-Jun-80,0.122486772,0
2-Jun-80,0.122486772,0
3-Jun-80,0.052380952,0
4-Jun-80,0.017989418,0
5-Jun-80,0.01005291,0
6-Jun-80,0.01005291,0
7-Jun-80,0.01005291,0
8-Jun-80,0.01005291,0
9-Jun-80,0.01005291,0
10-Jun-80,0.004497354,0
11-Jun-80,0,0
12-Jun-80,0,0
13-Jun-80,0,0
14-Jun-80,0,0
15-Jun-80,0,0
16-Jun-80,0,0
17-Jun-80,0,0
18-Jun-80,0.000793651,0
19-Jun-80,0.000793651,0
20-Jun-80,0.028835979,0
21-Jun-80,0.080952381,0
22-Jun-80,0.114285714,0
23-Jun-80,0.114285714,0
24-Jun-80,0.114285714,0
25-Jun-80,0.114285714,0
26-Jun-80,0.114285714,0
27-Jun-80,0.114285714,0
28-Jun-80,0.114285714,0
29-Jun-80,0.114285714,0
30-Jun-80,0.114285714,0
1-Jul-80,0.114285714,0
2-Jul-80,0.114285714,0
3-Jul-80,0.114285714,0
4-Jul-80,0.114285714,0
5-Jul-80,0.114285714,0
6-Jul-80,0.114285714,0
7-Jul-80,0.114285714,0
8-Jul-80,0.114285714,0
9-Jul-80,0.113492063,0
10-Jul-80,0.113492063,0
11-Jul-80,0.085449735,0
12-Jul-80,0.033333333,0
13-Jul-80,0,0
14-Jul-80,0,0
15-Jul-80,0,0
16-Jul-80,0.005555556,0
17-Jul-80,0.005555556,0
18-Jul-80,0.005555556,0
19-Jul-80,0.005555556,0
20-Jul-80,0.005555556,0
21-Jul-80,0.005555556,0
22-Jul-80,0.005555556,0
23-Jul-80,0.005555556,0
24-Jul-80,0.005555556,0
25-Jul-80,0.005555556,0
26-Jul-80,0.005555556,0
27-Jul-80,0.005555556,0
28-Jul-80,0.005555556,0
29-Jul-80,0.005555556,0
30-Jul-80,0.005555556,0
31-Jul-80,0.005555556,0
1-Aug-80,0.005555556,0
2-Aug-80,0.005555556,0
3-Aug-80,0.005555556,0
4-Aug-80,0.005555556,0
5-Aug-80,0.005555556,0
6-Aug-80,0,0
7-Aug-80,0,0
8-Aug-80,0,0
9-Aug-80,0,0
10-Aug-80,0,0
11-Aug-80,0,0
12-Aug-80,0,0
13-Aug-80,0,0
14-Aug-80,0,0
15-Aug-80,0,0
16-Aug-80,0,0
17-Aug-80,0,0
18-Aug-80,0,0
19-Aug-80,0,0
20-Aug-80,0,0
21-Aug-80,0,0
22-Aug-80,0,0
23-Aug-80,0,0
24-Aug-80,0,0
25-Aug-80,0,0
26-Aug-80,0,0
27-Aug-80,0,0
28-Aug-80,0.033333333,0
29-Aug-80,0.033333333,0
30-Aug-80,0.033333333,0
31-Aug-80,0.033333333,0
1-Sep-80,0.033333333,0
2-Sep-80,0.033333333,0
3-Sep-80,0.033333333,0
4-Sep-80,0.033333333,0
5-Sep-80,0.033333333,0
6-Sep-80,0.033333333,0
7-Sep-80,0.033333333,0
8-Sep-80,0.033333333,0
9-Sep-80,0.033333333,0
10-Sep-80,0.033333333,0
11-Sep-80,0.033333333,0
12-Sep-80,0.033333333,0
13-Sep-80,0.033333333,0
14-Sep-80,0.033333333,0
15-Sep-80,0.033333333,0
16-Sep-80,0.033333333,0
17-Sep-80,0.033333333,0
18-Sep-80,0,0
19-Sep-80,0,0
20-Sep-80,0,0
21-Sep-80,0,0
22-Sep-80,0,0
23-Sep-80,0,0
24-Sep-80,0,0
25-Sep-80,0,0
26-Sep-80,0,0
27-Sep-80,0,0
28-Sep-80,0,0
29-Sep-80,0,0
30-Sep-80,0,0
1-Oct-80,0,0
2-Oct-80,0.005291005,0
3-Oct-80,0.006084656,0
4-Oct-80,0.044444444,0
5-Oct-80,0.065079365,0
6-Oct-80,0.065079365,0
7-Oct-80,0.065079365,0
8-Oct-80,0.065079365,0
9-Oct-80,0.065079365,0
10-Oct-80,0.065079365,0
11-Oct-80,0.065079365,0
12-Oct-80,0.065079365,0
13-Oct-80,0.065079365,0
14-Oct-80,0.122222222,0
15-Oct-80,0.264285714,0
16-Oct-80,0.285185185,0
17-Oct-80,0.285185185,0
18-Oct-80,0.285185185,0
19-Oct-80,0.285185185,0
20-Oct-80,0.285185185,0
21-Oct-80,0.285185185,0
22-Oct-80,0.285185185,0
23-Oct-80,0.27989418,0
24-Oct-80,0.279100529,0
25-Oct-80,0.240740741,0
26-Oct-80,0.22010582,0
27-Oct-80,0.22010582,0
28-Oct-80,0.22010582,0
29-Oct-80,0.22010582,0
30-Oct-80,0.22010582,0
31-Oct-80,0.22010582,0
1-Nov-80,0.629365079,0
2-Nov-80,0.629365079,0
3-Nov-80,0.629365079,0
4-Nov-80,0.572222222,0
5-Nov-80,0.43015873,0
6-Nov-80,0.409259259,0
7-Nov-80,0.409259259,0
8-Nov-80,0.409259259,0
9-Nov-80,0.409259259,0
10-Nov-80,0.409259259,0
11-Nov-80,0.409259259,0
12-Nov-80,0.409259259,0
13-Nov-80,0.409259259,0
14-Nov-80,0.409259259,0
15-Nov-80,0.409259259,0
16-Nov-80,0.409259259,0
17-Nov-80,0.409259259,0
18-Nov-80,0.409259259,0
19-Nov-80,0.409259259,0
20-Nov-80,0.428835979,0
21-Nov-80,0.428835979,0
22-Nov-80,0.054761905,0
23-Nov-80,1.046825397,0
24-Nov-80,1.621957672,0
25-Nov-80,1.621957672,0
26-Nov-80,1.621957672,0
27-Nov-80,1.621957672,0
28-Nov-80,1.621957672,0
29-Nov-80,1.621957672,0
30-Nov-80,1.621957672,0
1-Dec-80,1.621957672,0
2-Dec-80,1.621957672,0
3-Dec-80,1.621957672,0
4-Dec-80,1.621957672,0
5-Dec-80,1.621957672,0
6-Dec-80,1.621957672,0
7-Dec-80,1.621957672,0
8-Dec-80,1.621957672,0
9-Dec-80,1.621957672,0
10-Dec-80,1.621957672,0
11-Dec-80,1.646560847,0
12-Dec-80,1.64973545,0
13-Dec-80,1.614550265,0
14-Dec-80,0.622486772,0
15-Dec-80,0.047354497,0
16-Dec-80,0.047354497,0
17-Dec-80,0.047354497,0
18-Dec-80,0.047354497,0
19-Dec-80,0.047354497,0
20-Dec-80,0.047354497,0
21-Dec-80,0.047354497,0
22-Dec-80,0.047354497,0
23-Dec-80,0.047354497,0
24-Dec-80,0.074074074,0
25-Dec-80,0.124074074,0
26-Dec-80,0.124074074,0
27-Dec-80,0.124074074,0
28-Dec-80,0.124074074,0
29-Dec-80,0.124074074,0
30-Dec-80,0.124074074,0
31-Dec-80,0.124074074,0
1-Jan-81,0.07989418,0
2-Jan-81,0.076719577,0
3-Jan-81,0.076719577,0
4-Jan-81,0.076719577,0
5-Jan-81,0.077513228,0
6-Jan-81,0.15,0
7-Jan-81,0.150793651,0
8-Jan-81,0.150793651,0
9-Jan-81,0.150793651,0
10-Jan-81,0.157142857,0
11-Jan-81,0.157142857,0
12-Jan-81,0.979100529,0
13-Jan-81,2.315873016,0
14-Jan-81,2.348148148,0
15-Jan-81,2.298148148,0
16-Jan-81,2.586243386,0
17-Jan-81,4.188888889,0
18-Jan-81,5.154232804,0
19-Jan-81,6.087566138,0
20-Jan-81,6.188888889,0
21-Jan-81,6.188888889,0
22-Jan-81,6.188888889,0
23-Jan-81,6.188888889,0
24-Jan-81,6.188888889,0
25-Jan-81,6.188888889,0
26-Jan-81,6.188095238,0
27-Jan-81,6.115608466,0
28-Jan-81,6.114814815,0
29-Jan-81,6.371957672,0
30-Jan-81,6.748412698,0
31-Jan-81,6.742063492,0
1-Feb-81,6.789153439,0
2-Feb-81,5.967195767,0
3-Feb-81,4.788359788,0
4-Feb-81,4.851851852,0
5-Feb-81,4.851851852,0
6-Feb-81,4.563756614,0
7-Feb-81,2.961111111,0
8-Feb-81,1.995767196,0
9-Feb-81,1.062433862,0
10-Feb-81,0.961904762,0
11-Feb-81,1.001587302,0
12-Feb-81,1.023809524,0
13-Feb-81,1.024603175,0
14-Feb-81,1.436772487,0
15-Feb-81,1.513756614,0
16-Feb-81,1.514550265,0
17-Feb-81,1.585978836,0
18-Feb-81,1.794973545,0
19-Feb-81,1.79973545,0
20-Feb-81,1.562433862,0
21-Feb-81,1.562433862,0
22-Feb-81,2.211375661,0
23-Feb-81,2.529100529,0
24-Feb-81,2.371164021,0
25-Feb-81,2.248677249,0
26-Feb-81,2.248677249,0
27-Feb-81,2.248677249,0
28-Feb-81,2.248677249,0
1-Mar-81,2.248677249,0
2-Mar-81,2.454761905,0
3-Mar-81,2.750529101,0
4-Mar-81,2.762433862,0
5-Mar-81,2.912433862,0
6-Mar-81,2.97037037,0
7-Mar-81,2.852116402,0
8-Mar-81,3.096296296,0
9-Mar-81,4.323015873,0
10-Mar-81,4.571957672,0
11-Mar-81,4.65978836,0
12-Mar-81,4.433597884,0
13-Mar-81,4.31005291,0
14-Mar-81,4.388359788,0
15-Mar-81,4.225925926,0
16-Mar-81,4.077248677,0
17-Mar-81,4.077248677,0
18-Mar-81,4.077248677,0
19-Mar-81,4.1,0
20-Mar-81,4.1,0
21-Mar-81,4.1,0
22-Mar-81,4.17037037,0
23-Mar-81,4.052645503,0
24-Mar-81,3.756084656,0
25-Mar-81,3.704497354,0
26-Mar-81,3.532275132,0
27-Mar-81,3.473544974,0
28-Mar-81,3.17962963,0
29-Mar-81,2.858465608,0
30-Mar-81,1.630952381,0
31-Mar-81,1.310582011,0
1-Apr-81,1.013756614,0
2-Apr-81,0.978042328,0
3-Apr-81,0.962433862,0
4-Apr-81,0.884126984,0
5-Apr-81,0.350529101,0
6-Apr-81,0.181481481,0
7-Apr-81,0.198412698,0
8-Apr-81,0.687301587,0
9-Apr-81,1.435714286,0
10-Apr-81,1.435714286,0
11-Apr-81,1.435714286,0
12-Apr-81,1.365343915,0
13-Apr-81,1.276984127,0
14-Apr-81,1.276984127,0
15-Apr-81,1.279365079,0
16-Apr-81,1.294973545,0
17-Apr-81,1.294973545,0
18-Apr-81,1.294973545,0
19-Apr-81,1.294973545,0
20-Apr-81,1.294973545,0
21-Apr-81,1.294973545,0
22-Apr-81,1.294973545,0
23-Apr-81,1.294973545,0
24-Apr-81,1.294973545,0
25-Apr-81,1.294973545,0
26-Apr-81,1.294973545,0
27-Apr-81,1.294973545,0
28-Apr-81,1.278042328,0
29-Apr-81,0.789153439,0
30-Apr-81,0.017989418,0
1-May-81,0.017989418,0
2-May-81,0.017989418,0
3-May-81,0.017989418,0
4-May-81,0.017989418,0
5-May-81,0.017989418,0
6-May-81,0.015608466,0
7-May-81,0,0
8-May-81,0.102645503,0
9-May-81,0.127513228,0
10-May-81,0.127513228,0
11-May-81,0.127513228,0
12-May-81,0.127513228,0
13-May-81,0.127513228,0
14-May-81,0.127513228,0
15-May-81,0.166931217,0
16-May-81,0.250529101,0
17-May-81,0.258201058,0
18-May-81,0.260846561,0
19-May-81,0.260846561,0
20-May-81,0.260846561,0
21-May-81,0.260846561,0
22-May-81,0.260846561,0
23-May-81,0.260846561,0
24-May-81,0.260846561,0
25-May-81,0.260846561,0
26-May-81,0.260846561,0
27-May-81,0.260846561,0
28-May-81,0.260846561,0
29-May-81,0.158201058,0
30-May-81,0.133333333,0
31-May-81,0.133333333,0
1-Jun-81,0.133333333,0
2-Jun-81,0.133333333,0
3-Jun-81,0.133333333,0
4-Jun-81,0.133333333,0
5-Jun-81,0.093915344,0
6-Jun-81,0.01031746,0
7-Jun-81,0.002645503,0
8-Jun-81,0,0
9-Jun-81,0,0
10-Jun-81,0,0
11-Jun-81,0,0
12-Jun-81,0,0
13-Jun-81,0,0
14-Jun-81,0,0
15-Jun-81,0,0
16-Jun-81,0,0
17-Jun-81,0,0
18-Jun-81,0,0
19-Jun-81,0,0
20-Jun-81,0,0
21-Jun-81,0,0
22-Jun-81,0,0
23-Jun-81,0,0
24-Jun-81,0,0
25-Jun-81,0,0
26-Jun-81,0,0
27-Jun-81,0,0
28-Jun-81,0,0
29-Jun-81,0,0
30-Jun-81,0,0
1-Jul-81,0,0
2-Jul-81,0,0
3-Jul-81,0,0
4-Jul-81,0,0
5-Jul-81,0,0
6-Jul-81,0,0
7-Jul-81,0,0
8-Jul-81,0,0
9-Jul-81,0,0
10-Jul-81,0,0
11-Jul-81,0,0
12-Jul-81,0,0
13-Jul-81,0,0
14-Jul-81,0,0
15-Jul-81,0,0
16-Jul-81,0,0
